target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
P17948_WT	Test set	72:65		0.14071678780923802	0.5620437956204379	0.5683760683760684	0.6923076923076923	0.4444444444444444	0.5294117647058824	0.6153846153846154	0.5999999999999999	0.36239316239316244	0.6376068376068377
P17612_WT	Fold 1	30:217		0.5711407977343226	0.9190283400809717	0.738479262672811	0.9769585253456221	0.5	0.933920704845815	0.75	0.954954954954955	0.1400921658986175	0.8599078341013825
P17612_WT	Fold 2	30:217		0.37250200899147584	0.8906882591093117	0.6361751152073732	0.9723502304147466	0.3	0.9094827586206896	0.6	0.9398663697104677	0.14193548387096772	0.8580645161290322
P17612_WT	Fold 3	29:217		0.5916984063454344	0.926829268292683	0.7195296361036072	0.9907834101382489	0.4482758620689655	0.9307359307359307	0.8666666666666667	0.9598214285714287	0.10932782456697918	0.8906721754330209
P17612_WT	Fold 4	29:217		0.6459093458755886	0.9349593495934959	0.7540123947242969	0.9907834101382489	0.5172413793103449	0.9388646288209607	0.8823529411764706	0.9641255605381167	0.07563959955506118	0.9243604004449388
P17612_WT	Fold 5	30:216		0.6108286162587225	0.926829268292683	0.7430555555555556	0.9861111111111112	0.5	0.9342105263157895	0.8333333333333334	0.9594594594594595	0.13549382716049382	0.8645061728395063
P17612_WT	Mean	-		0.5584158350411088	0.9196668970738291	0.7182503928527287	0.9833973374295955	0.4531034482758621	0.9294429098678372	0.7864705882352941	0.9556455546468856	0.12049778021042387	0.8795022197895761
P17612_WT	SD	-		0.08778365358244197	0.014003734265850259	0.038818835017361324	0.00683092944090532	0.07300253281811318	0.009413015309183762	0.09480008576163138	0.007674132937565232	0.02311356309489215	0.02311356309489216
P17612_WT	Test set	14:57		0.41701853449814963	0.8450704225352113	0.6340852130325814	0.9824561403508771	0.2857142857142857	0.8484848484848485	0.8	0.9105691056910568	0.19674185463659147	0.8032581453634086
P17252_WT	Fold 1	30:48		0.7558077024077408	0.8846153846153846	0.8625	0.9583333333333334	0.7666666666666667	0.8679245283018868	0.92	0.910891089108911	0.09444444444444443	0.9055555555555554
P17252_WT	Fold 2	29:48		0.834051724137931	0.922077922077922	0.9170258620689655	0.9375	0.896551724137931	0.9375	0.896551724137931	0.9375	0.058189655172413784	0.9418103448275862
P17252_WT	Fold 3	29:48		0.6921439974980705	0.8571428571428571	0.8308189655172413	0.9375	0.7241379310344828	0.8490566037735849	0.875	0.8910891089108911	0.11063218390804597	0.889367816091954
P17252_WT	Fold 4	29:48		0.5609100899073847	0.7792207792207793	0.7887931034482758	0.75	0.8275862068965517	0.8780487804878049	0.6666666666666666	0.8089887640449439	0.12499999999999999	0.875
P17252_WT	Fold 5	29:48		0.7203316267663762	0.8701298701298701	0.8480603448275862	0.9375	0.7586206896551724	0.8653846153846154	0.88	0.9	0.05890804597701149	0.9410919540229885
P17252_WT	Mean	-		0.7126490281435007	0.8626373626373626	0.8494396551724138	0.9041666666666668	0.7947126436781609	0.8795829055895783	0.8476436781609195	0.8896937924129492	0.08943486590038313	0.9105651340996168
P17252_WT	SD	-		0.0817572318303371	0.04293574114247813	0.03822107792385657	0.07075158681638906	0.05556057580699586	0.02776720989783098	0.08384053600762832	0.03948887036856119	0.02465580005968848	0.02465580005968848
P17252_WT	Test set	85:105		0.4390238736669393	0.7105263157894737	0.6831932773109244	0.9428571428571428	0.4235294117647059	0.668918918918919	0.8571428571428571	0.782608695652174	0.12896358543417366	0.8710364145658264
P16591_WT	Fold 1	12:95		0.4826255448903087	0.9158878504672897	0.6614035087719298	0.9894736842105263	0.3333333333333333	0.9215686274509803	0.8	0.9543147208121827	0.20350877192982453	0.7964912280701755
P16591_WT	Fold 2	13:94		0.22831308564936556	0.8785046728971962	0.5662847790507365	0.9787234042553191	0.15384615384615385	0.8932038834951457	0.5	0.934010152284264	0.28968903436988547	0.7103109656301145
P16591_WT	Fold 3	13:94		0.4067205623168512	0.897196261682243	0.6432078559738135	0.9787234042553191	0.3076923076923077	0.9108910891089109	0.6666666666666666	0.9435897435897436	0.12029459901800324	0.8797054009819968
P16591_WT	Fold 4	13:94		0.11012755890869863	0.8691588785046729	0.527823240589198	0.9787234042553191	0.07692307692307693	0.8846153846153846	0.3333333333333333	0.9292929292929293	0.3747954173486088	0.6252045826513911
P16591_WT	Fold 5	13:94		0.4567054648860738	0.9065420560747663	0.6153846153846154	1.0	0.23076923076923078	0.9038461538461539	1.0	0.9494949494949495	0.21685761047463173	0.7831423895253683
P16591_WT	Mean	-		0.33689844333025953	0.8934579439252335	0.6028207999540587	0.9851287793952966	0.22051282051282053	0.902825027703315	0.66	0.9421404990948139	0.24102908662819073	0.7589709133718092
P16591_WT	SD	-		0.13145408118868646	0.015823582678131207	0.045056283799061014	0.007779437556562017	0.0870788760817096	0.011843311009196396	0.21116958254585957	0.00852019672887027	0.07834759358315752	0.07834759358315754
P16591_WT	Test set	20:48		0.2711088342345192	0.7058823529411765	0.63125	0.8125	0.45	0.78	0.5	0.7959183673469388	0.3729166666666667	0.6270833333333333
P16234_WT	Fold 1	26:72		0.4224138504089354	0.7959183673469388	0.6768162393162394	0.9305555555555556	0.4230769230769231	0.8170731707317073	0.6875	0.8701298701298701	0.28952991452991456	0.7104700854700855
P16234_WT	Fold 2	26:71		0.5810097728746739	0.845360824742268	0.7602925243770313	0.9436619718309859	0.5769230769230769	0.8589743589743589	0.7894736842105263	0.8993288590604026	0.14084507042253522	0.8591549295774649
P16234_WT	Fold 3	26:71		0.6238927769446709	0.8556701030927835	0.8039003250270855	0.9154929577464789	0.6923076923076923	0.8904109589041096	0.75	0.9027777777777778	0.18905742145178764	0.8109425785482124
P16234_WT	Fold 4	26:71		0.5780291639844661	0.845360824742268	0.7359154929577465	0.971830985915493	0.5	0.8414634146341463	0.8666666666666667	0.9019607843137255	0.15113759479956662	0.8488624052004333
P16234_WT	Fold 5	26:71		0.5270855904658721	0.8144329896907216	0.7635427952329361	0.8732394366197183	0.6538461538461539	0.8732394366197183	0.6538461538461539	0.8732394366197183	0.1608884073672806	0.8391115926327194
P16234_WT	Mean	-		0.5464862309357237	0.831348621922996	0.7480934753822078	0.9269561815336462	0.5692307692307692	0.856232267972808	0.7494973009446694	0.8894873455802988	0.1862916817142169	0.813708318285783
P16234_WT	SD	-		0.06317824704567726	0.020516902199288194	0.0381458830995091	0.02978445113046958	0.0899265534192317	0.023153472338217268	0.06870205170970736	0.013340315156301373	0.04934962459068606	0.04934962459068604
P16234_WT	Test set	174:186		0.2402983418793451	0.6111111111111112	0.6025213199851687	0.8602150537634409	0.3448275862068966	0.583941605839416	0.6976744186046512	0.6956521739130436	0.317760474601409	0.682239525398591
P15735_WT		3:19	Not enough data in minority class of the training set for all 5 folds										
P15735_WT	Fold 1	5:125		0.0	0.9615384615384616	0.5	1.0	0.0	0.9615384615384616	0.0	0.9803921568627451	0.3024	0.6976
P15735_WT	Fold 2	5:125		0.4402254531628119	0.9692307692307692	0.6	1.0	0.2	0.9689922480620154	1.0	0.9842519685039369	0.3296	0.6704
P15735_WT	Fold 3	5:125		-0.017609018126512478	0.9538461538461539	0.496	0.992	0.0	0.9612403100775194	0.0	0.9763779527559056	0.0784	0.9216
P15735_WT	Fold 4	5:125		0.5020692091869888	0.9692307692307692	0.696	0.992	0.4	0.9763779527559056	0.6666666666666666	0.9841269841269842	0.19840000000000002	0.8016
P15735_WT	Fold 5	4:125		-0.015811388300841896	0.9612403100775194	0.496	0.992	0.0	0.96875	0.0	0.9802371541501976	0.444	0.556
P15735_WT	Mean	-		0.18177485118448927	0.9630172927847347	0.5576	0.9952	0.12000000000000002	0.9673797944867804	0.3333333333333333	0.9810772432799538	0.27056	0.7294400000000001
P15735_WT	SD	-		0.2164953946121854	0.0052704993109176515	0.07286883192879287	0.0035777087639996667	0.14605934866804432	0.005119550132281236	0.3849001794597505	0.0026657776869120305	0.11307333313680404	0.11307333313680401
P15735_WT	Test set	3:19		0.0	0.8636363636363636	0.5	1.0	0.0	0.8636363636363636	0.0	0.9268292682926829	0.43859649122807015	0.5614035087719298
P15056_V600E		3:0	Only one activity class in traing set for temporal split at 2013										
P14616_WT	Fold 1	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.5	0.5
P14616_WT	Fold 2	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.4444444444444444	0.5555555555555556
P14616_WT	Fold 3	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.4444444444444444	0.5555555555555556
P14616_WT	Fold 4	1:9		-0.1111111111111111	0.8	0.4444444444444444	0.8888888888888888	0.0	0.8888888888888888	0.0	0.8888888888888888	0.6666666666666666	0.3333333333333333
P14616_WT	Fold 5	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.3333333333333333	0.6666666666666666
P14616_WT	Mean	-		-0.02222222222222222	0.8490909090909092	0.48888888888888893	0.9777777777777779	0.0	0.8668686868686869	0.0	0.9177276524644945	0.47777777777777775	0.5222222222222223
P14616_WT	SD	-		0.04057204129667897	0.04185768884807757	0.020286020648339495	0.04057204129667899	0.0	0.03675620496656114	0.0	0.024288680374366944	0.09938079899999065	0.09938079899999065
P14616_WT	Test set	9:6		0.06804138174397717	0.4666666666666667	0.5277777777777778	0.8333333333333334	0.2222222222222222	0.4166666666666667	0.6666666666666666	0.5555555555555556	0.1759259259259259	0.8240740740740741
P11362_WT	Fold 1	70:218		0.8359834230060871	0.9409722222222222	0.8882699868938402	0.9908256880733946	0.7857142857142857	0.935064935064935	0.9649122807017544	0.9621380846325166	0.03715596330275227	0.9628440366972477
P11362_WT	Fold 2	70:218		0.7343955640078791	0.90625	0.8410878112712975	0.9678899082568807	0.7142857142857143	0.9134199134199135	0.8771929824561403	0.9398663697104678	0.03348623853211007	0.9665137614678899
P11362_WT	Fold 3	69:218		0.7024350986412999	0.8954703832752613	0.8321366839516022	0.9541284403669725	0.7101449275362319	0.9122807017543859	0.8305084745762712	0.9327354260089685	0.06182688472277621	0.9381731152772238
P11362_WT	Fold 4	69:218		0.7427871549483562	0.9094076655052264	0.8512165935380933	0.963302752293578	0.7391304347826086	0.9210526315789473	0.864406779661017	0.9417040358744395	0.05777157292913177	0.9422284270708682
P11362_WT	Fold 5	70:217		0.743724180569123	0.9059233449477352	0.8700460829493089	0.9400921658986175	0.8	0.9357798165137615	0.8115942028985508	0.9379310344827587	0.049769585253456206	0.9502304147465438
P11362_WT	Mean	-		0.7518650842345491	0.911604723190089	0.8565514317208285	0.9632477909778887	0.7498550724637681	0.9235195996663886	0.8697229440587467	0.9428749901418303	0.04800204894804531	0.9519979510519546
P11362_WT	SD	-		0.04076985332938409	0.01407447515620227	0.01849250442079968	0.015283096382196446	0.03355962265708799	0.009291663886764731	0.04841108353424714	0.009208177511653471	0.01014922159135578	0.010149221591355782
P11362_WT	Test set	939:258		0.05921918211860717	0.3065998329156224	0.5243083933922777	0.9069767441860465	0.14164004259850904	0.225	0.8471337579617835	0.3605546995377504	0.3574766162254088	0.6425233837745912
P11309_WT	Fold 1	83:255		0.7529202107432038	0.9112426035502958	0.8599102291519017	0.9607843137254902	0.7590361445783133	0.9245283018867925	0.863013698630137	0.9423076923076923	0.05055516182376565	0.9494448381762343
P11309_WT	Fold 2	83:255		0.7209656726932322	0.8994082840236687	0.848003779825183	0.9490196078431372	0.7469879518072289	0.9201520912547528	0.8266666666666667	0.9343629343629344	0.06987951807228915	0.9301204819277109
P11309_WT	Fold 3	84:254		0.650662205553293	0.8757396449704142	0.80179040119985	0.9488188976377953	0.6547619047619048	0.8925925925925926	0.8088235294117647	0.919847328244275	0.11262654668166479	0.8873734533183353
P11309_WT	Fold 4	84:254		0.718037662171188	0.8994082840236687	0.821522309711286	0.9763779527559056	0.6666666666666666	0.8985507246376812	0.9032258064516129	0.9358490566037736	0.072787776527934	0.927212223472066
P11309_WT	Fold 5	84:254		0.690578444590833	0.8875739644970414	0.83356767904012	0.9409448818897638	0.7261904761904762	0.9122137404580153	0.8026315789473685	0.9263565891472867	0.07067866516685414	0.9293213348331458
P11309_WT	Mean	-		0.70663283915035	0.8946745562130177	0.8329588797856682	0.9551891307704183	0.7107286288009179	0.909607490165967	0.8408722560215098	0.9317447201331923	0.07530553365450154	0.9246944663454985
P11309_WT	SD	-		0.031274260674469964	0.011017151908298965	0.018508394846721368	0.011268050400147892	0.03864615982849293	0.011197995196274048	0.034325592399218965	0.007139758329892093	0.018541069625663237	0.018541069625663195
P11309_WT	Test set	409:204		-0.00035866829107297787	0.3621533442088091	0.4998921328922767	0.9117647058823529	0.08801955990220049	0.33273703041144903	0.6666666666666666	0.4875491480996068	0.37331008197900184	0.6266899180209982
P10721_WT	Fold 1	47:142		0.627633112803583	0.8677248677248677	0.7909799220857057	0.9436619718309859	0.6382978723404256	0.8874172185430463	0.7894736842105263	0.9146757679180887	0.09184896613724902	0.908151033862751
P10721_WT	Fold 2	47:142		0.6805219783982825	0.8835978835978836	0.830011986814504	0.9366197183098591	0.723404255319149	0.910958904109589	0.7906976744186046	0.9236111111111112	0.10353611027869344	0.8964638897213064
P10721_WT	Fold 3	47:142		0.5185795624812706	0.8201058201058201	0.7592897812406354	0.8802816901408451	0.6382978723404256	0.8802816901408451	0.6382978723404256	0.8802816901408451	0.1174707821396464	0.8825292178603535
P10721_WT	Fold 4	47:142		0.6724832303784104	0.8835978835978836	0.8086604734791729	0.9577464788732394	0.6595744680851063	0.8947368421052632	0.8378378378378378	0.9251700680272109	0.07326940365597842	0.9267305963440216
P10721_WT	Fold 5	46:142		0.6715472091818844	0.8829787234042553	0.8196570728720147	0.9436619718309859	0.6956521739130435	0.9054054054054054	0.8	0.9241379310344827	0.09415186772810777	0.9058481322718922
P10721_WT	Mean	-		0.6341530186486862	0.867601035686142	0.8017198472984065	0.932394366197183	0.6710453283996299	0.8957600120608298	0.7712614137614787	0.9135753136463476	0.09605542598793501	0.9039445740120648
P10721_WT	SD	-		0.05540358590658318	0.02237588882098192	0.022678984437503664	0.02459753407968022	0.030614066666972143	0.010281597331952212	0.06277882465748734	0.01557990592464526	0.013260836881578886	0.013260836881578907
P10721_WT	Test set	359:199		0.18129381097979685	0.4874551971326165	0.5770355958063297	0.8894472361809045	0.2646239554317549	0.4013605442176871	0.811965811965812	0.553125	0.35611203650564804	0.643887963494352
P10721_V559D_V654A		27:33	No test data for temporal split at 2013										
P10721_V559D_T670I		29:31	No test data for temporal split at 2013										
P10721_V559D		43:23	No test data for temporal split at 2013										
P10721_L576P		39:9	No test data for temporal split at 2013										
P10721_D816V		23:43	No test data for temporal split at 2013										
P09769_WT	Fold 1	5:9		0.24444444444444444	0.5714285714285714	0.6222222222222222	0.4444444444444444	0.8	0.8	0.4444444444444444	0.5714285714285714	0.37777777777777777	0.6222222222222222
P09769_WT	Fold 2	5:9		0.5185449728701348	0.7857142857142857	0.7444444444444445	0.8888888888888888	0.6	0.8	0.75	0.8421052631578948	0.3111111111111111	0.6888888888888889
P09769_WT	Fold 3	5:9		-0.025949964805384102	0.5714285714285714	0.48888888888888893	0.7777777777777778	0.2	0.6363636363636364	0.3333333333333333	0.7000000000000001	0.4	0.6
P09769_WT	Fold 4	5:9		0.18856180831641267	0.6428571428571429	0.5888888888888889	0.7777777777777778	0.4	0.7	0.5	0.7368421052631577	0.31111111111111106	0.6888888888888888
P09769_WT	Fold 5	5:9		0.12171612389003691	0.6428571428571429	0.5444444444444444	0.8888888888888888	0.2	0.6666666666666666	0.5	0.761904761904762	0.3333333333333333	0.6666666666666666
P09769_WT	Mean	-		0.20946347694312895	0.6428571428571429	0.5977777777777777	0.7555555555555555	0.44000000000000006	0.7206060606060606	0.5055555555555555	0.7224561403508772	0.3466666666666667	0.6533333333333332
P09769_WT	SD	-		0.16345794845917272	0.07142857142857144	0.07841012784167711	0.14907119849998599	0.2129162589689508	0.061964572162200644	0.12463939755899141	0.08102743067575727	0.03296088216486963	0.032960882164869594
P09769_WT	Test set	24:78		0.07850700434778853	0.7058823529411765	0.5336538461538461	0.8589743589743589	0.20833333333333334	0.7790697674418605	0.3125	0.8170731707317073	0.33707264957264954	0.6629273504273504
P09619_WT	Fold 1	57:86		0.7062741837377271	0.8601398601398601	0.8423092615259078	0.9302325581395349	0.7543859649122807	0.851063829787234	0.8775510204081632	0.888888888888889	0.08180334557323544	0.9181966544267646
P09619_WT	Fold 2	57:86		0.6232595030316296	0.8181818181818182	0.8133414932680538	0.8372093023255814	0.7894736842105263	0.8571428571428571	0.7627118644067796	0.8470588235294119	0.11117911056711549	0.8888208894328845
P09619_WT	Fold 3	57:86		0.6478120458883566	0.8321678321678322	0.8072215422276622	0.9302325581395349	0.6842105263157895	0.8163265306122449	0.8666666666666667	0.8695652173913043	0.08200734394124848	0.9179926560587516
P09619_WT	Fold 4	57:85		0.7208395999363901	0.8661971830985915	0.8593395252837978	0.8941176470588236	0.8245614035087719	0.8837209302325582	0.8392857142857143	0.888888888888889	0.09040247678018577	0.9095975232198144
P09619_WT	Fold 5	57:85		0.526506075181059	0.7746478873239436	0.7597523219814242	0.8352941176470589	0.6842105263157895	0.797752808988764	0.7358490566037735	0.8160919540229884	0.13746130030959755	0.8625386996904025
P09619_WT	Mean	-		0.6449382815550325	0.8302669161824092	0.8163928288573692	0.8854172366621066	0.7473684210526315	0.8412013913527316	0.8164128644742196	0.8620987545442965	0.10057071543427654	0.8994292845657235
P09619_WT	SD	-		0.06328180161640864	0.030073566210709193	0.031138535564724158	0.03857645052816798	0.051248894269489226	0.02788621886721784	0.05189863606288919	0.025278435747319944	0.019466463939099343	0.01946646393909934
P09619_WT	Test set	249:222		0.2116087371297869	0.5944798301486199	0.6023010962769999	0.7387387387387387	0.46586345381526106	0.5521885521885522	0.6666666666666666	0.6319845857418112	0.3533412931003293	0.6466587068996708
P08922_WT	Fold 1	17:98		0.4531424704683607	0.8869565217391304	0.6419567827130852	0.9897959183673469	0.29411764705882354	0.8899082568807339	0.8333333333333334	0.9371980676328503	0.19987995198079234	0.8001200480192077
P08922_WT	Fold 2	17:98		0.39175308435382	0.8782608695652174	0.6125450180072028	0.9897959183673469	0.23529411764705882	0.8818181818181818	0.8	0.9326923076923076	0.33913565426170467	0.6608643457382952
P08922_WT	Fold 3	16:98		0.541299120273929	0.8947368421052632	0.7557397959183674	0.9489795918367347	0.5625	0.93	0.6428571428571429	0.9393939393939393	0.16326530612244897	0.8367346938775511
P08922_WT	Fold 4	16:98		0.4067397006046141	0.8859649122807017	0.6198979591836735	0.9897959183673469	0.25	0.8899082568807339	0.8	0.9371980676328503	0.31887755102040816	0.6811224489795918
P08922_WT	Fold 5	17:97		0.42537140235354737	0.8771929824561403	0.6610066707095209	0.9690721649484536	0.35294117647058826	0.8952380952380953	0.6666666666666666	0.9306930693069307	0.14554275318374774	0.8544572468162523
P08922_WT	Mean	-		0.44366115561085423	0.8846224256292906	0.6582292453063701	0.9774879023774459	0.33897058823529413	0.897374558163549	0.7485714285714284	0.9354350903317756	0.23334024331382036	0.7666597566861796
P08922_WT	SD	-		0.04833084634508162	0.005848329065183597	0.04714719986580471	0.014933241326998985	0.10865613782039113	0.015397381181799062	0.07113165802930851	0.0029410396073679362	0.07331187623085493	0.07331187623085499
P08922_WT	Test set	69:96		0.14190564289995364	0.6060606060606061	0.5554800724637682	0.8645833333333334	0.2463768115942029	0.6148148148148148	0.5666666666666667	0.7186147186147186	0.34525966183574874	0.6547403381642511
P08631_WT	Fold 1	5:22		0.41137667560372115	0.8518518518518519	0.6	1.0	0.2	0.8461538461538461	1.0	0.9166666666666666	0.5272727272727273	0.4727272727272727
P08631_WT	Fold 2	5:22		0.13483997249264842	0.7777777777777778	0.5545454545454546	0.9090909090909091	0.2	0.8333333333333334	0.3333333333333333	0.8695652173913043	0.22727272727272727	0.7727272727272727
P08631_WT	Fold 3	5:22		0.2292279532375023	0.8148148148148148	0.5772727272727273	0.9545454545454546	0.2	0.84	0.5	0.8936170212765958	0.32727272727272727	0.6727272727272727
P08631_WT	Fold 4	5:22		0.0	0.8148148148148148	0.5	1.0	0.0	0.8148148148148148	0.0	0.8979591836734693	0.3181818181818181	0.6818181818181819
P08631_WT	Fold 5	5:21		0.6033815244679472	0.8846153846153846	0.7761904761904761	0.9523809523809523	0.6	0.9090909090909091	0.75	0.9302325581395349	0.11428571428571428	0.8857142857142857
P08631_WT	Mean	-		0.27576522516036384	0.8287749287749289	0.6016017316017316	0.9632034632034632	0.24000000000000005	0.8486785806785807	0.5166666666666666	0.9016081294295141	0.3028571428571429	0.6971428571428571
P08631_WT	SD	-		0.1931299256064749	0.03326955530349301	0.08525735628838328	0.031166826935721766	0.17888543819998318	0.02919352875146824	0.31328604844159297	0.018929863044179755	0.12414071888885922	0.12414071888885918
P08631_WT	Test set	87:111		-0.07830298984376367	0.5404040404040404	0.4844672258465362	0.9459459459459459	0.022988505747126436	0.5526315789473685	0.25	0.6976744186046513	0.4775292533913223	0.5224707466086776
P08581_Y1235D		9:29	No test data for temporal split at 2013										
P08581_WT	Fold 1	129:244		0.7287540702519234	0.8793565683646113	0.8493296479857669	0.9467213114754098	0.751937984496124	0.8783269961977186	0.8818181818181818	0.9112426035502958	0.06547845977887917	0.9345215402211209
P08581_WT	Fold 2	128:244		0.7217594759158847	0.8736559139784946	0.8628329918032787	0.8975409836065574	0.828125	0.9087136929460581	0.8091603053435115	0.9030927835051547	0.07879738729508197	0.9212026127049181
P08581_WT	Fold 3	128:244		0.7139738569167496	0.8682795698924731	0.8624487704918034	0.8811475409836066	0.84375	0.9148936170212766	0.7883211678832117	0.8977035490605427	0.06813524590163934	0.9318647540983606
P08581_WT	Fold 4	128:244		0.7800713087046114	0.9005376344086021	0.8907530737704918	0.9221311475409836	0.859375	0.9259259259259259	0.8527131782945736	0.9240246406570842	0.03602074795081968	0.9639792520491803
P08581_WT	Fold 5	129:243		0.7479790764283096	0.8870967741935484	0.8681213513254857	0.9300411522633745	0.8062015503875969	0.900398406374502	0.859504132231405	0.9149797570850202	0.047947171978179735	0.9520528280218202
P08581_WT	Mean	-		0.7385075576434958	0.8817852921675458	0.8666971670753651	0.9155164271739864	0.8178779069767442	0.9056517276930963	0.8383033931141768	0.9102086667716195	0.05927580258091997	0.94072419741908
P08581_WT	SD	-		0.021582347337439592	0.010281473662703626	0.012351291370373083	0.02134168018274019	0.03410959669985151	0.014606331958661138	0.0313533424264564	0.008383786197920063	0.013947463324937915	0.013947463324937903
P08581_WT	Test set	1382:365		0.22853813357161074	0.6416714367487121	0.6384354618083777	0.6328767123287671	0.6439942112879884	0.31950207468879666	0.869140625	0.42463235294117646	0.3013084075094661	0.6986915924905338
P08581_M1250T		10:25	No test data for temporal split at 2013										
P08069_WT	Fold 1	133:266		0.732014417394684	0.8822055137844611	0.8609022556390977	0.924812030075188	0.7969924812030075	0.9010989010989011	0.8412698412698413	0.9128014842300557	0.0717677652778563	0.9282322347221437
P08069_WT	Fold 2	133:266		0.6977012415793081	0.8671679197994987	0.8439849624060151	0.9135338345864662	0.7744360902255639	0.8901098901098901	0.8174603174603174	0.9016697588126159	0.07629034993498787	0.923709650065012
P08069_WT	Fold 3	134:265		0.6865838069137962	0.8596491228070176	0.8445367502112081	0.8905660377358491	0.7985074626865671	0.8973384030418251	0.7867647058823529	0.893939393939394	0.06933258237116306	0.9306674176288371
P08069_WT	Fold 4	133:265		0.7043646538491825	0.8693467336683417	0.8494538232373386	0.909433962264151	0.7894736842105263	0.895910780669145	0.813953488372093	0.9026217228464418	0.06613704071499506	0.933862959285005
P08069_WT	Fold 5	133:265		0.7238652518401167	0.8768844221105527	0.8626046247694709	0.9056603773584906	0.8195488721804511	0.9090909090909091	0.8134328358208955	0.9073724007561438	0.06537097460632715	0.9346290253936729
P08069_WT	Mean	-		0.7089058743154175	0.8710507424339744	0.8522964832526261	0.908801248404029	0.7957917181012232	0.8987097768021342	0.8145762377611	0.9036809521169301	0.0697797425810659	0.9302202574189341
P08069_WT	SD	-		0.015287407183307022	0.0071465333093806115	0.007276590908743992	0.010177842007371622	0.013349156432968828	0.005732203168137547	0.015790518643763518	0.0057282300926144855	0.003634251563329443	0.0036342515633294814
P08069_WT	Test set	590:138		0.19728541944558495	0.5357142857142857	0.6247359371161877	0.7681159420289855	0.48135593220338985	0.25728155339805825	0.8987341772151899	0.38545454545454544	0.2692213215426186	0.7307786784573815
P07949_WT	Fold 1	44:137		0.5814094108368633	0.856353591160221	0.7585434638354347	0.948905109489051	0.5681818181818182	0.87248322147651	0.78125	0.9090909090909092	0.13619774386197744	0.8638022561380226
P07949_WT	Fold 2	44:137		0.5188660285057769	0.8342541436464088	0.7362309223623091	0.927007299270073	0.5454545454545454	0.8639455782312925	0.7058823529411765	0.8943661971830985	0.16224286662242865	0.8377571333775713
P07949_WT	Fold 3	44:137		0.5431251148046882	0.8397790055248618	0.7553085600530856	0.9197080291970803	0.5909090909090909	0.875	0.7027027027027027	0.896797153024911	0.13934970139349703	0.8606502986065031
P07949_WT	Fold 4	45:136		0.4849469599960571	0.8232044198895028	0.7113562091503268	0.9338235294117647	0.4888888888888889	0.8466666666666667	0.7096774193548387	0.8881118881118881	0.1580065359477124	0.8419934640522876
P07949_WT	Fold 5	45:136		0.5669523942643373	0.850828729281768	0.7371732026143791	0.9632352941176471	0.5111111111111111	0.8562091503267973	0.8214285714285714	0.9065743944636678	0.1366013071895425	0.8633986928104576
P07949_WT	Mean	-		0.5390599816815446	0.8408839779005526	0.739722471603107	0.9385358522971231	0.5409090909090909	0.8628609233402532	0.7441882092854579	0.898988108374895	0.14647963100303157	0.8535203689969684
P07949_WT	SD	-		0.0314218634010835	0.010769938502551358	0.015386630754206213	0.014301423970580013	0.03380947556573652	0.009553553555609712	0.04419470251681701	0.007118904814507671	0.010291448841787482	0.010291448841787534
P07949_WT	Test set	230:231		0.09093448377918932	0.5357917570498916	0.5351025785808394	0.8528138528138528	0.21739130434782608	0.5225464190981433	0.5952380952380952	0.6480263157894736	0.4158008658008657	0.5841991341991342
P07949_M918T		29:32	No test data for temporal split at 2013										
P07948_WT	Fold 1	30:118		0.5452424020106047	0.8648648648648649	0.7412429378531074	0.9491525423728814	0.5333333333333333	0.8888888888888888	0.7272727272727273	0.9180327868852458	0.14491525423728813	0.8550847457627119
P07948_WT	Fold 2	30:118		0.6187662148117683	0.8851351351351351	0.7788135593220339	0.9576271186440678	0.6	0.904	0.782608695652174	0.9300411522633746	0.09519774011299434	0.9048022598870056
P07948_WT	Fold 3	30:118		0.37296792019345576	0.8175675675675675	0.6618644067796611	0.923728813559322	0.4	0.8582677165354331	0.5714285714285714	0.889795918367347	0.17429378531073444	0.8257062146892655
P07948_WT	Fold 4	29:118		0.5864226094693753	0.8775510204081632	0.7676797194623027	0.9491525423728814	0.5862068965517241	0.9032258064516129	0.7391304347826086	0.9256198347107438	0.06224430157802455	0.9377556984219754
P07948_WT	Fold 5	29:118		0.5587331872730772	0.8707482993197279	0.7504383401519579	0.9491525423728814	0.5517241379310345	0.896	0.7272727272727273	0.9218106995884775	0.1288720046756283	0.8711279953243718
P07948_WT	Mean	-		0.5364264667516563	0.8631733774590916	0.7400077927138126	0.9457627118644067	0.5342528735632184	0.8900764823751869	0.7095426312817616	0.9170600783630377	0.12110461718293394	0.878895382817066
P07948_WT	SD	-		0.07807416915459663	0.021714687363213837	0.03761279418995133	0.01049388453164222	0.06500234589639864	0.015357219205224053	0.06572454388762022	0.012965509968794788	0.035571686737604906	0.03557168673760488
